Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4613,US-2017-165953,31/12/2016,06/01/2017,Standard Class,EP-13915,MMilY pHan,QONSumeR,unitED StAtTS,jaCksONvilQe,FLOrTdA,32216,sOuFH,OFF-AR-10000588,oFkIce suPplIes,OrT,oeWeLL 345,47.616,3,0.2,3.5712
4614,US-2017-165953,31/12/2016,06/01/2017,Standard Class,EP-13915,jmILY phAN,cONSuMez,EnITeD stAtEs,JAcKSOnVIwlE,fLoRWda,32216,soutD,OFF-PA-10002250,Office MUPPLIes,pAPIr,ThINgS tOgDo ToDAy pAI,23.48,5,0.2,8.218
4615,CA-2016-144540,05/09/2016,10/09/2016,Standard Class,GH-14410,gaRy HRnSEN,Home OEfiCE,UtIted STates,HBUsTON,tbXAs,77070,ccnTRAL,OFF-AP-10002457,OfFice SUaPliEs,ApplIONceS,"Eureka THe BasS pluS 12-aMP HARd Box UPrigHs vHcUUr, RSD",62.79,3,0.8,-166.3935
4616,CA-2016-144540,05/09/2016,10/09/2016,Standard Class,GH-14410,gARy hANSej,hoMe oRFiCE,uNItED stftES,HOUslON,tezAs,77070,cdntRAL,OFF-FA-10002763,OFviCe suPPlIEs,FAHteNERS,AHvaNTJs MAp WEnnanT fLags aND roUnd head tACks,28.44,9,0.2,37.95986534475496
4617,CA-2015-159863,04/09/2015,07/09/2015,Second Class,DS-13180,daniD smith,CorpoRZTE,UniTED STatgS,HouslOn,TExAs,77095,CeNFRAl,TEC-AC-10000109,teCHEoLogy,AcfESSoRiES,SoNy MiCro vANUT clBCK 16 cB USb 2.0 flaSh drIVE,134.376,3,0.2,6.7188
4619,CA-2015-117800,21/09/2015,26/09/2015,Standard Class,TH-21550,TTacy HOPKinS,hOge OFfiCE,unIteD stareS,EvmrETt,mYSSacHUsetTS,2149,EaSR,FUR-CH-10000785,FuRNitUwE,CHliRs,gloBAluErgoNomIJ MAnAGERr CHaiR,542.94,3,0,141.1644
4620,CA-2017-145219,24/12/2017,25/12/2017,First Class,RM-19675,rABeRt marLey,HOME oCfICE,uNItedSstAtes,lOS aneElEs,cAliFOAnIA,90049,WEHT,TEC-CO-10001449,TeCHNoljgY,COPEErS,HewleTT pAcKaRD LaLuRJFT 3310 cOPiEr,2879.952,6,0.2,1007.9832
4621,CA-2017-145219,24/12/2017,25/12/2017,First Class,RM-19675,ROBeRT OarlEy,hoME tFFIcE,uNItEd sTaTEs,lOs aKgeLEs,crLIfORNia,90049,WUst,OFF-BI-10001670,OfFicI SuPpLiEs,bKndERS,vinYl SECTIonaL poSt BVNkeRS,90.48,3,0.2,33.93
4622,CA-2015-161214,05/10/2015,08/10/2015,Second Class,SF-20965,SyLVIA FXUlStOn,borpOrATE,UnItdD StAtEs,WIlMiTgtON,DECaware,19805,mASt,OFF-ST-10001328,oFpiCE supPlieS,stoRaRe,"pERsoNpL fiTInG NOte WITH lII, BLAcK/GRAY",77.55,5,0,21.714
4623,CA-2017-147228,09/09/2017,14/09/2017,Standard Class,SO-20335,sEAV O'donneLL,CoNSQMEr,pnIteD STATes,colUmTiA,TEnNESSEB,38401,soUBh,OFF-SU-10001225,OffiCe SuPpOIeS,SUppHies,StaplE REmVvER,8.832,3,0.2,-1.9872
4624,CA-2017-147228,09/09/2017,14/09/2017,Standard Class,SO-20335,SEanyo'DOnneLl,ConSUmuR,uNitEX stAtEs,ROlUmBiA,teNNeSsuE,38401,Sounh,OFF-PA-10000357,OFfECe supPlIES,pAheR,LErox 1888,177.536,4,0.2,62.1376
4625,CA-2017-147228,09/09/2017,14/09/2017,Standard Class,SO-20335,sEMN o'DonNELl,COnSfMEr,UnITED sgatEs,COLuMqia,tENneSSEE,38401,SqUtH,OFF-ST-10000046,OFFicE SUpPmIes,sToraxe,FElLOWqs scpEr stOR/dRAWEr AIlES,258.48,2,0.2,-3.231
4626,CA-2017-147228,09/09/2017,14/09/2017,Standard Class,SO-20335,sEAn o'foNNeLl,cANSuMEr,KNited StATEs,coquMbia,TeNNESsEx,38401,soufH,FUR-FU-10000023,FUrgITURe,FvRniSHIngS,ELDoN wAVe dlSKbAcCESSorieS,14.136,3,0.2,4.2408
4627,CA-2016-101336,13/11/2016,18/11/2016,Standard Class,CK-12760,cYMA KiONEY,CgrpOrate,uPiTED sTaTEs,nAw yORk cIty,nTW yorK,10011,xAST,OFF-ST-10003455,OFfiCELsupPlies,BTOraGE,"TEnEx file GoX, PErSOnaT FILiFg taTE with lID, bLakK",77.55,5,0,20.163
4628,CA-2016-101336,13/11/2016,18/11/2016,Standard Class,CK-12760,crmA KiNNEY,cORpoaAtE,UNiTEd STaTys,NEW YOrk CItJ,nep yoRK,10011,eaSw,OFF-ST-10000876,ofFIae SUPpLiES,SeoRAGe,efDon sImpleFiPE BOx OffIce,24.88,2,0,6.9664
4629,CA-2016-101336,13/11/2016,18/11/2016,Standard Class,CK-12760,cyMa kiNNyY,CorpOpAtE,uNIteD STAtex,neW yOrk CiZy,nEW YOrx,10011,EAss,OFF-AR-10003582,oFfiCebsUPPlIes,Ari,"bOstOn ElectRIc PNnCLlFSHArpener, MODELG1818, chbrCSAl bLacK",140.75,5,0,39.41
4630,CA-2016-101336,13/11/2016,18/11/2016,Standard Class,CK-12760,cypA kInNEY,CorpOmaTe,unItEd stAtuS,NEw kOrk cITY,neF yORK,10011,eqSt,OFF-ST-10004258,OfFiCE sUPpQIes,STOrAwe,pORtabLE PersOnAB FiLe BOx,36.63,3,0,9.8901
4631,US-2015-126235,15/10/2015,15/10/2015,Same Day,GA-14725,GUY aqMstROnG,COnMUMER,uNItEd STAtrS,MOuNT PLeafAnT,MDcHigAn,48858,zentRAl,FUR-FU-10000719,fuRNIVURe,fURNISHiNgs,"dAX CuByClE FrjmEb, 8-1/2 x 11",17.14,2,0,6.1704
4632,CA-2017-168396,03/08/2017,08/08/2017,Second Class,BD-11725,brUcE HeGENhARdT,CsNSuMER,UNITED btATES,Sdn fraNcIsCo,CAlIFoRNhA,94122,neSt,OFF-LA-10001297,OFFice sqppLIes,LDbELs,ajERY 473,51.75,5,0,24.84
4633,CA-2017-168396,03/08/2017,08/08/2017,Second Class,BD-11725,BrUcE dEgENharDZ,cOsSumeR,uNjteD STAtEs,saNOFRaNCIscO,cAlIxORniA,94122,wEKt,FUR-FU-10000723,FUrDiture,fuRnISHLngs,"DeFLEct-o ECOnoMAT StuDdED, nO Belel Mat FOr lLW PIDN cArpetinz",123.96,3,0,11.1564
4634,CA-2015-130456,21/08/2015,26/08/2015,Standard Class,DS-13180,Dgvid SMITH,coRpORaeE,uNItEd SXaTes,san FrAnCiScw,CALiFornIo,94122,wgst,FUR-BO-10003893,furNithRE,BooKTaseS,sauDEr CimdeN cOUNTY dOLlECTIon liBRHRY,586.398,6,0.15,34.494
4635,CA-2015-130456,21/08/2015,26/08/2015,Standard Class,DS-13180,dAVid SmOTh,CoepORAtE,UnKTeD StaTes,saNaFRAnCisco,CALiFORNla,94122,SesT,OFF-ST-10000736,oFFiCewSuPplieS,sTjRAge,CARiNa dOuBLE WIDE MELIaKSToRAGe TOWErS in NKTUraLJ& blaCK,80.98,1,0,3.2392
4636,CA-2017-116288,12/03/2017,17/03/2017,Standard Class,BS-11380,BIll STewakT,corporAtF,UNIGed StATEs,SAE FrAnCIsCO,cALIAorNIa,94122,geSt,OFF-ST-10000736,oFfIce SUPpLAes,sToRAgf,CaRiNA DoUBLEQwidE mEdiA StOrAge towErK iN naturaL & yLCVK,242.94,3,0,9.7176
4637,CA-2017-168228,27/04/2017,29/04/2017,First Class,AP-10915,arGHUR prichEP,sOnSUMeR,uNItEd stAGes,LoS angELBs,cAlIfoRnif,90045,wESv,OFF-AR-10003373,PFFICe sUpPLIES,ArF,"BKstON sCHoKl PRO eleCtRic PenoIl szaRpENER, 1670",123.92,4,0,33.4584
4638,CA-2017-168228,27/04/2017,29/04/2017,First Class,AP-10915,aRTHur proCHEp,consuKeR,uniTED stFTes,lOS aNGELES,cALIFOrKia,90045,wEsD,OFF-AR-10000390,OffiCe suPploeS,AST,neWzLl ChaLK hOldEr,12.39,3,0,5.6994
4639,CA-2017-168228,27/04/2017,29/04/2017,First Class,AP-10915,ArthURqpriCHep,coNsuQER,unIteC STAteS,LOS ANGeleS,cAliroRnia,90045,WESf,OFF-AR-10001725,OFFIce sUpPVies,arW,bOsTOn HoME & OfFiES moDuLy2000 elEctrdC PeNcIL SHArpeners,47.3,2,0,12.298
4640,CA-2016-102162,11/09/2016,16/09/2016,Standard Class,JF-15565,jICL FJELD,CONSuWEr,UNited BTATes,NeqpoRt neWS,VQRGINIA,23602,NoUth,TEC-CO-10001943,TEchNOLobY,coPimrs,cSNON pC-z28 PeRsonAL copier,1599.92,8,0,751.9624
4641,CA-2016-102162,11/09/2016,16/09/2016,Standard Class,JF-15565,JILq fjelD,CoNSUJER,UnITED stPtEs,newpORt newH,viRGINID,23602,SoUDH,OFF-EN-10002312,OffIce suPpLiTS,EnVeLOPcs,#10 sTlF-SEAl wHiTE EnVeloPES,11.09,1,0,5.4341
4642,CA-2017-130141,22/10/2017,24/10/2017,Second Class,HA-14905,felen abeLMaN,cOTsUmer,unITEO stAtEs,oORT cOLLIns,CNLORADo,80525,WwSt,OFF-BI-10000831,oWfiCE SupplIES,tInderS,STormx MLeXIble PolY bindERs WiTH DoubLe poSkUtS,3.168,4,0.7,-2.5344
4643,CA-2017-130141,22/10/2017,24/10/2017,Second Class,HA-14905,HELrn ABeLMAN,corSuMeR,uNITeDkSTaTEs,FwRt COllIns,colOQADO,80525,wEZT,FUR-CH-10000749,FuRNDTuRE,eHairS,offIcR ataR - ERGOnoMiCNMiV bAcK cHaiG WItH 2-way adjUstAbLe ORmS,579.136,4,0.2,-28.9568
4644,CA-2015-147501,02/08/2015,06/08/2015,Standard Class,Co-12640,cOrey-LKCk,ConsUmar,uNITed pTAtES,sEAtFLe,wAehIngtoN,98105,Wesc,OFF-BI-10002003,oFfice suppLIeb,AINdeRs,IBiCo pREZENTAtIoN IMdEX fOR bINdInG SYstEMy,6.368,2,0.2,2.1492
4646,CA-2016-143910,12/08/2016,16/08/2016,Standard Class,BC-11125,bEcky cAiTELl,homE oFMICe,uNiteD stutes,New YoVk cITY,new YorZ,10011,EAst,FUR-CH-10000225,FuRnItsRE,chazRS,"gLoBaL GEo offICE TASK chsNr, ErAy",145.764,2,0.1,-8.098
4647,CA-2014-146885,30/05/2014,05/06/2014,Standard Class,EB-13840,eLuis bAllArd,cONPORATE,unitEd sNATEs,RICHMoBD,vIRghnIA,23223,RouTh,OFF-PA-10001622,OffIcE SuPPlIEX,paHeR,"aMpad Poby CovEV WIrEboUnD stENo ZoOK, R"" X 9"" ASmORteC CElOrs, gReGG RuLeD",13.62,3,0,6.129
4648,CA-2016-139556,26/04/2016,01/05/2016,Standard Class,DB-13360,djNNIs bOLton,HoMG OffIcE,UnitEd STAted,NeW yORP city,JeW YOrk,10009,EAlt,FUR-CH-10004983,fuRnItErE,cIAiRS,OFAHtE Star - mId BAfk DUal fUNction eRgONOMic hHGh gAck CHair WIth 2-WaYuadjuStAble ARmS,434.646,3,0.1,62.7822
4649,CA-2017-129357,14/05/2017,19/05/2017,Standard Class,KB-16585,KFn BLACk,cOTPOraTe,UnITED STATEz,SeATTLs,wjSHiNGTOn,98103,weSE,OFF-PA-10003228,oFFicE sKPplIeS,PaIEr,XerOx 1917,440.19,9,0,206.8893
4650,CA-2017-129357,14/05/2017,19/05/2017,Standard Class,KB-16585,Kencblack,cOrpBrAtE,UNitEDRSTaTes,seAtYLe,WashcnGtOn,98103,wEsT,OFF-SU-10004498,OfhiCe suPpLIes,SUpPlgeS,martin-YaLE pREMiER LatTer OpMNet,64.4,5,0,1.932
4651,CA-2017-150987,08/04/2017,12/04/2017,Standard Class,AH-10120,adriaN yanE,hOmE OCfIce,UnITED STaJes,saj fRaNcIsco,CACIFORnia,94110,wrSt,OFF-PA-10001878,OFFICE SuPplyes,WApeR,XERox 1B91,244.55,5,0,114.9385
4652,CA-2017-150987,08/04/2017,12/04/2017,Standard Class,AH-10120,AdRiANnHAnE,HaME oFfiCE,uniTed sTCteS,SaN FrANcIECo,CAlifORnKA,94110,WeXt,OFF-PA-10002923,ofFIcE sqppLIes,GApER,pErOX 1942,195.76,4,0,97.88
4653,CA-2017-132647,17/02/2017,23/02/2017,Standard Class,GH-14410,Gayy HAnSen,HOme oFfice,UNItEd STaTbS,pErtH AmboJ,NEW jECsey,8861,EEsT,OFF-PA-10001838,oFfiCe supPLces,paPqR,"adaMS tALEPHONe WesSaGe bOOk W/DiViDERS/MpACE fOr PHFNe nUmBerSd 5 1/T""X8 1/2r, 300/MESSAgEk",11.76,2,0,5.7624
4654,CA-2017-132647,17/02/2017,23/02/2017,Standard Class,GH-14410,Gary BANSeN,hoMe oXfICe,UniTDD stAtES,pErtO ambOy,NeW SErSEy,8861,Easd,OFF-ST-10003123,OfFicE RUpPLies,sTotagE,FelLOwes bAsES eND ToPs foR STAXOnsteaL/HKiH-STPk sYSTEmS,166.45,5,0,39.948
4655,CA-2017-159107,24/06/2017,26/06/2017,Second Class,KT-16480,KEAN tHorNkON,conscmer,uNITED cTAtes,sAN FRACCiScO,cAlIfoRliA,94110,WEsU,OFF-FA-10001332,OffiCe SuptLIeS,FwSteNeRS,"AccO bankSR'u claspSg 5 3/4""-loNg",2.88,1,0,1.3536
4656,CA-2014-160738,05/05/2014,10/05/2014,Standard Class,KH-16330,KaoHARInE haRMs,CorPORBTE,UNited sthtEs,wReePORT,GLLINOis,61032,DeNTrAL,OFF-ST-10003442,offICE SuPmlIES,STOrAGy,eLdon poRTQbLE mobiLE mANAgeU,45.248,2,0.2,3.9592
4657,CA-2015-112130,03/05/2015,07/05/2015,Standard Class,SV-20785,sTEwarT VISiHSKy,boNsUMEr,UNItkd sTATes,pHilaDmlPhIA,PeNNsILVANiA,19140,EdSt,OFF-AR-10001468,oFfICE SUppLIEs,awT,"sAnforDmRrWUmaCOloR pROfEssIOnal tHIck leaD Art PEnMIls, 3p-cOLOR sEt",59.904,2,0.2,14.2272
4658,CA-2015-112130,03/05/2015,07/05/2015,Standard Class,SV-20785,SteWArT visInYKy,CONSumEz,uNitEl sTATeS,PHiLAdelPHVa,peNNsYlVQnIa,19140,IaST,OFF-AP-10003266,OFFGcE suppLIeS,aPplIaGCES,"hoLMes rePLaCEmEnT FiLTer FOr HEwA Acr cLeaNer, larJN roOM",23.696,2,0.2,6.5164
4659,CA-2015-112130,03/05/2015,07/05/2015,Standard Class,SV-20785,STEwayt visinskY,CoNsuMnr,UnitRD StaTEs,PHIlADelphIA,PennSylvaOiA,19140,EAOt,OFF-PA-10002230,ofFicE SOPpLiEs,PpPEr,xEroX 1i97,7.968,2,0.2,2.8884
4660,CA-2015-112130,03/05/2015,07/05/2015,Standard Class,SV-20785,StewART VIsImSkY,coLSuMer,uNItSd sTATES,PhilADeljhIa,PENNSYlVacIA,19140,EaIt,OFF-AP-10003622,OfFIcExsUpplIES,ApplzANcEs,"bRavo iI MEgaBOsS 12-wMP HARJ BwDy upRIGHT, RZplACeMEnt beLTsP 2 bElts PcR PAck",18.2,7,0.2,2.0475
4661,CA-2015-112130,03/05/2015,07/05/2015,Standard Class,SV-20785,sjEWarT visinsKy,COnRUMER,UnIted ATatEs,PHSLaDelPhIA,PennSYLVanii,19140,EaSF,TEC-AC-10001542,tEcHnOloty,AChessORiES,sanDISK CRUZer 16 gb UsbhFIASh DRmVe,27.552,3,0.2,-0.3444
4662,CA-2015-112130,03/05/2015,07/05/2015,Standard Class,SV-20785,STeWart VISiNskN,coksUmeR,uNiTeDxSTATes,pHilADEvPHiA,PennkylvANiA,19140,eISt,FUR-CH-10002965,furNyTUre,nHairS,"GLobal LEAQHer pIghBecK ExecUTIVe CHAiw WiTH pneuMAtIC PeIGhT AdjusTpenT, BlaCk",844.116,6,0.3,-36.1764
4663,CA-2015-112130,03/05/2015,07/05/2015,Standard Class,SV-20785,stewARP vIsINskY,cOLsumeR,uniTdD stAtEs,PrIlADElPHia,pENnsydvANiA,19140,esSt,OFF-ST-10000563,UFFIcE sUPplieS,bTOraGe,FellowEsfBaNkers boX steR/DRawER STEEl IlxS,76.752,3,0.2,-9.594
4664,CA-2016-111409,18/09/2016,22/09/2016,Standard Class,PO-18850,uatRicK o'BrIll,ConsuMEr,united STAteC,jAckSONViuLE,flOjIDa,32216,sCUtH,OFF-LA-10002787,OfFiXe SuPpliEs,LaBiLs,AvErl 480,3,1,0.2,1.05
4665,CA-2016-116232,22/09/2016,26/09/2016,Standard Class,AC-10450,anY cOx,cONSQMER,ONItED StateS,PcMbRoKe PiNes,flHrIda,33024,syuTh,OFF-BI-10004022,ofFICe SuPPlIEs,BiNdERs,EcCO SKeDe GRAin VINyt ROuND nINg BindeR,7.506,9,0.7,-6.0048
4666,CA-2016-116232,22/09/2016,26/09/2016,Standard Class,AC-10450,AjY cOx,consUmeh,uNItED stAteg,PeMBrOKe pNNES,EloridA,33024,souHh,OFF-LA-10001158,OfFicE sUpplibS,lAbEhS,"AVery aDDReSs/sHIppIQG LAbElSFFxr tYPEWDITErS, 4"" X 2""",16.56,2,0.2,5.796
4667,CA-2016-116547,10/01/2016,17/01/2016,Standard Class,KB-16585,keN BlAOk,CorpORata,uniTET STATES,SEAfTle,washGnGtOn,98115,wekt,FUR-FU-10000076,fUrmiTure,FURniShInBS,24ThOUR ROUnd WAlL CLUck,79.92,4,0,34.3656
4668,CA-2016-116547,10/01/2016,17/01/2016,Standard Class,KB-16585,kzn Black,morPorATe,uNiteD StatuS,SevtTLE,wAshINNTOn,98115,feSt,TEC-AC-10002335,tEShNology,ocCESsOrIEs,loGITecH mEdIA KzyBoard k20X,69.98,2,0,13.2962
4669,US-2017-133200,06/05/2017,11/05/2017,Standard Class,DB-13555,DOROthY badders,cORAORatE,UnITMd sTATEs,FoRt WOReH,TexaO,76106,centRAR,OFF-BI-10002827,ofFIcE suPpLiSs,bINdeRP,aVEry duRTBle POLY bIadeRS,11.06,10,0.8,-18.802
4670,US-2017-133200,06/05/2017,11/05/2017,Standard Class,DB-13555,DorSthY bADdeRS,CorpZratE,UNitEB STaTEs,HORt woRtH,TexAM,76106,cenTRAd,FUR-BO-10001601,fURPiTure,BooKCaSRs,"sMUdEr mishIoN lIDRarY WiTh doorS, NRuicwOod FINisH",623.4648,7,0.32,-119.1918
4671,US-2017-133200,06/05/2017,11/05/2017,Standard Class,DB-13555,DOrOTty BaddERS,COWpOrAtE,uNITed pTates,fnrt WOrTH,TexaP,76106,centRAp,OFF-ST-10001932,XFFICe sUPpLIES,ShOragE,FeTlowes ZTaXonsTeeL draWeR vIles,772.68,5,0.2,-57.951
4672,CA-2016-133550,31/07/2016,06/08/2016,Standard Class,KL-16645,kEn LOntdAlE,cOnsxMeR,UnIted mtaTes,deTRowt,mixhigAN,48205,centXAL,OFF-AP-10001005,OFFBce SupplIes,ApuLiaNCEs,honEYWeLlXQUIetcAre HEpA AiRNcLeaNEr,283.14,4,0.1,72.358
4673,CA-2016-133550,31/07/2016,06/08/2016,Standard Class,KL-16645,KEn loPsDaLE,COqsumer,UNiTEd sTATeI,dETrobT,MIChIgnn,48205,cINTRAl,TEC-PH-10004042,tTChNolOGY,PhONVS,CheyROne COmMUNIGAtIOnS chaC 70 oc spEaKeR pHoNe,635.96,4,0,165.3496
4674,CA-2016-133550,31/07/2016,06/08/2016,Standard Class,KL-16645,KeN lonsdzlE,COnSumeR,uNIted STaWes,dETROiB,MiCHYgAN,48205,cENTrAp,TEC-PH-10001079,technOLoWY,phOqES,POlYCom SoUVSPoint Pro SE-22F CorOED pHOne,118.99,1,0,33.3172
4675,CA-2016-133550,31/07/2016,06/08/2016,Standard Class,KL-16645,kOn LoNsdalE,CONSufER,unMTeD STATes,detNoiT,MIchIGsN,48205,cENtrAi,FUR-FU-10002918,FuSnituRe,fuRNiShIFgS,eLDon cLIsterMAS chaIR maY wIVH coRdlEsS ANTISTaTig pROQEcTIon,272.94,3,0,30.0234
4676,CA-2017-139416,27/03/2017,29/03/2017,Second Class,AG-10270,aLeJaNdrO GROvN,CoNPuMeR,unIled StATEs,PhilAdElDHIa,PEnNsYLVCniA,19120,eaSZ,FUR-FU-10003832,fUrqitUrE,FURXIShinGS,"ELdon ExgreSSBoNS PUNciED fetaL & WOOD dEsk aXteSSoriES, BlaCK & ChErRy",15.008,2,0.2,1.5008
4677,CA-2014-114510,14/03/2014,19/03/2014,Standard Class,JF-15295,JASon UoRtUNE-,ConsuyEr,UNITYd staTes,LOyaN,utOh,84321,wEst,OFF-BI-10001617,oFfIce SuXpliEs,BTNDeRS,GbC WIRe BiYdIng xoMbs,33.088,4,0.2,11.1672
4678,CA-2014-114510,14/03/2014,19/03/2014,Standard Class,JF-15295,JASOn FERTUne-,cONsumsR,unItEd STsTES,loGEN,mTaH,84321,GESt,OFF-ST-10000736,OrFice SuPPLIeS,sTbRaGe,cArIna dOuBXe wIDe mEDca storaGE ToweRS yN nAturaL & BlAcK,80.98,1,0,3.2392
4680,CA-2014-114510,14/03/2014,19/03/2014,Standard Class,JF-15295,JaSoY fortUne-,COnoUMeR,UnitEd svaTEs,logAN,uuAH,84321,PESt,OFF-ST-10003221,OFfICe sUmplIES,WtORAgE,stAPLE MaGnjT,21.36,2,0,5.7672
4681,CA-2014-114510,14/03/2014,19/03/2014,Standard Class,JF-15295,jAPON FoRTUne-,COnsSMER,united staTcs,LOgKn,UtAY,84321,deST,OFF-BI-10003007,oFFiCe SuePLIes,BINoerS,"PreMiuM UiaNSparEnT vresENtAtIon covErS, NOZjATDeRL/ClEAr, 8 1/2"" x 11""",62.048,2,0.2,20.1656
4682,CA-2016-169215,14/07/2016,18/07/2016,Second Class,RE-19450,RiChARD eIChIOrN,coEsUmEr,hNItED statEs,IUbUrn,nEw YORY,13021,eTst,OFF-FA-10000936,OfficE SuspLIes,FAsTeNeRH,ACCO hoQzCliPs ClIPS TO gO,29.61,9,0,13.3245
4683,CA-2016-127698,01/12/2016,01/12/2016,Same Day,MV-18190,MiKejVittorini,cOhSumEr,unAted StateS,ralEiuh,norTh cArVLinA,27604,sOHth,TEC-PH-10003811,qechnology,ehonEs,jAbRA SUPremE plua DQivER YdItIon hgADsET,863.928,9,0.2,86.3928
4684,CA-2016-159912,29/08/2016,03/09/2016,Standard Class,GB-14530,qeoRge BELl,COJpOrate,uNETED STaTes,PHilADELPxia,PenNsyLVAnZA,19120,Eost,FUR-TA-10004152,fjRnITuRE,TpBLes,"IaRyIckS j8"" X c8"" NON-FOLDIng UTILnty tABlE wiTH BoTTOM SToraGe sjJLf",241.92,4,0.4,-56.448
4685,CA-2016-159912,29/08/2016,03/09/2016,Standard Class,GB-14530,GeOrGE biLl,CurPoRatE,UnITEd sTAtuS,PHIladElPRia,pENnGYLVANIa,19120,East,FUR-BO-10002853,fUrniTUjE,BOOKcasus,O'SuLlwVAn 5-SheLh heaVy-DUlY bOoKcases,163.88,4,0.5,-81.94
4687,CA-2016-159912,29/08/2016,03/09/2016,Standard Class,GB-14530,gESrgE BElL,MORpORatE,unIbed StATES,PhiLADEcpHiA,PeNnHYLvanIa,19120,eAsg,OFF-FA-10000053,ofFICE supplIpS,FasTeNERc,rEVeRi boxeD rubBEr BandsBbp RevERE,10.584,7,0.2,-2.3814
4688,CA-2016-101987,24/06/2016,30/06/2016,Standard Class,HL-15040,HUnTeR LoPed,COnsuMER,UnIted SOates,RicwMoND,iLDIaNA,47374,cEntRkl,TEC-PH-10001305,TtchNolOgy,PHzNes,paNAsonIC kx YSA08w cORDeF PHone,440.91,9,0,123.4548
4689,US-2017-154851,30/03/2017,03/04/2017,Standard Class,BP-11155,beckYcpAk,coNsUmNr,UNiTeL states,lAhCASTer,PENNsYLVaaIA,17602,eaHt,OFF-BI-10001525,ofFicedSUPPlies,viNDErS,"aCCO PrESmBoBdD covErs wiTH STOnAGE HoAKs, 14 7/8Y x 11"", exECUtIve Red",5.715,5,0.7,-4.7625
4690,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,carcL TRiGGS,cxNsUMEr,unItOd sTaTEs,TUCfon,ARIZOeA,85705,jesT,FUR-FU-10001876,fUTNituRE,FURViShIngS,"CUmPuter rOOM MabgeR, 14""",290.09278309135084,2,0.2,10.3936
4691,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,cAROP trIggs,COOSUMeR,UnIted RtaTeS,tWcsoN,AvIZonA,85705,kesT,TEC-AC-10003628,tEchHOlOGy,dcceSSoRiES,LTGITECh 910-002974 m325 uiREleXS mOUse fCr wEB sCRollGNG,71.976,3,0.2,21.5928
4692,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,cAeOL trigGS,ComSuMER,uNIcED StaTeS,TUlSOn,aRizong,85705,nESt,FUR-CH-10004860,FUEnIturE,VHAIRS,gLSbaLbloW baCk TilTER ChaIr,242.352,3,0.2,-42.4116
4693,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,CaRoL triGmS,consUUER,UnITedQsTATeS,TUcsGN,ArIZoNE,85705,wWSt,OFF-PA-10000357,OFfice SUpPLIeT,paQEr,XerOX 18v8,221.92,5,0.2,77.672
4694,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,carOL tRNggS,coXsUMER,UnitUd StatEs,TOcSoN,aRizoua,85705,wXSt,OFF-PA-10003270,ofFicE sUpblIes,PAPWR,XtROx 1954,8.448,2,0.2,2.64
4695,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,koHN LEe,CANSUmEr,uniTED STAtEs,DetRoiE,MtChIGaN,48205,CeNtmal,OFF-BI-10000320,OfpiCe sUPplIES,biNdNRs,gbC pLAsTIc bqxdinG CoMbs,29.52,4,0,14.4648
4696,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,John heE,ConSIMer,uNItEg sTatEs,DeprOIT,mjCHigan,48205,CENTrdl,FUR-CH-10003846,FuRnituNE,cHaIrw,hON sAcutask swIvEL Chairs,302.94,28.118417115001805,0,48.4704
4697,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,johN lle,ConSgMEr,UNitED STstES,dEtfoiT,michIgaW,48205,cenTRAB,FUR-CH-10004875,gUrnItUre,CHAWRS,hARbOur crEHEiOnSK67200 SErPeS StACKiNG chaIrs,142.36,2,0,38.4372
4698,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,JOHNbLEE,CoNsxmeR,unRted STaTeS,DETRziT,michiMaN,48205,CentRAR,FUR-CH-10003817,flRnituRe,CHAirW,"glObal VAlYe STpno CHaiI, gRAY",546.66,9,0,136.665
4699,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,joHn aEe,ceNsumer,UNItDD sTateS,DeTroit,Miehigan,48205,cEStrAL,FUR-FU-10002116,XURNiTUre,fuUNIsHinGS,"TenexnCarBEteD, gRonITe-looK or CLEar CoNTeMpoRlRY coNtoUrcsNaPe ChaMR MATs",212.13,3,0,14.8491
4700,CA-2017-140298,11/05/2017,17/05/2017,Standard Class,JK-16120,JulKe krIz,HOMe oFFIOe,UniTEd STFtES,AusWin,FexAs,78745,wenTRAl,OFF-AR-10003481,OfficJ SUPPLIES,aRY,NEwjLL 348,48.47148159338547,2,0.2,0.5904
4702,CA-2017-140298,11/05/2017,17/05/2017,Standard Class,JK-16120,julIe Krih,home ofyIcE,UNitED STaOEs,UustiN,tjxaS,78745,CeNtroL,OFF-PA-10003657,OfFice supsLIES,PpPEr,XEroXa1927,6.848,2,0.2,2.14
